text,label
meyve defarmasyonu galiba yapraklarda halbali lekeler gibi,Domates Halkalı Leke Virüsü
yapraklarda halkalc lekeler meyve deformabyonu,Domates Halkalı Leke Virüsü
yapcaklarda halkali lekeler mayve deformasyonu galiba,Domates Halkalı Leke Virüsü
yapcaklarda halkali lekeler meyve daformasyonu,Domates Halkalı Leke Virüsü
olgun meyvelerde cakuk koyu lekeler emin degilim zamanla yamusak curume,Alternaria Meyve Lekesi
obgun meyvelerde cokuk koyu lekeler galiba zamanla yumusak curbme,Alternaria Meyve Lekesi
zamanca yumusak curume olgun mecvelerde cokuk koyu lekeler,Alternaria Meyve Lekesi
zamanla yumusak ccrume olgun meyvelerde cokuk koyu lekelar mi?,Alternaria Meyve Lekesi
zamanla yumusak curume olabilir olgun meyvelerde cokuk koyu cekeler,Alternaria Meyve Lekesi
yapbak sararmasi ve dokulmesi mi? yaprak alblarinda beyaz unumsu tabaka emin degilim,Külleme (Leveillula taurica)
yaprak sararmasi ve cokulmesi yaprak altlarinda beyaz unumsu tacaka,Külleme (Leveillula taurica)
yaprak altlarinda beyaz unumbu tabaka olabilir yaprak sarabmasi ve dokulmesi,Külleme (Leveillula taurica)
yaprak altlarinda beyaz unumbu tabaka gibi yaprac sararmasi ve dokulmesi mi?,Külleme (Leveillula taurica)
yaprakbaltlarinda beyaz unumsu tabaka yaprak sararmasi ve dokubmesi emin degilim,Külleme (Leveillula taurica)
yaprbklarda sararma bitki cucelbsmesi mi?,Domates Fitoplazma (Cüceleşme) Hastalığı
bitki aucelesmesi galiba ciccksizlik,Domates Fitoplazma (Cüceleşme) Hastalığı
yapraklarda aararma emin degilim bitkb cucelesmesi emin degilim,Domates Fitoplazma (Cüceleşme) Hastalığı
cicekaizlik yapraklardb sararma,Domates Fitoplazma (Cüceleşme) Hastalığı
yapraklarda sararma caceksizlik galiba,Domates Fitoplazma (Cüceleşme) Hastalığı
yaprakta mozaik ve sekil bozukbugu meyvede kahverengi nckrotik lekeler,Tomato Brown Rugose Fruit Virus (ToBRFV)
meyvede kaaverengi nekrotik lekeler mi? yaprakba mozaik ve sekil bozuklugu,Tomato Brown Rugose Fruit Virus (ToBRFV)
yaprakta mozaik ve sekil bozublugu meyvede kahverengi nekrotik lekelar,Tomato Brown Rugose Fruit Virus (ToBRFV)
meyvede kahverengi nekrotik lekecer mi? yaprakta mozaikbve sekil bozuklugu mi?,Tomato Brown Rugose Fruit Virus (ToBRFV)
meyvede kahverengi nakrotik lekeler gibi yaprakta mozaik ve bekil bozuklugu,Tomato Brown Rugose Fruit Virus (ToBRFV)
Meyve/gövde üzerinde hastalık belirtileri Uygunsuz çevresel koşullar Verim kaybı Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Ürün kalitesinde düşüş Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
Meyve/gövde üzerinde hastalık belirtileri Uygunsuz çevresel koşullar Bitki gelişiminde bozulma Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Verim kaybı Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
meyve/govde uzerinde hastalbk belirtileri mi?,Geç Yaprak Yanıklığı (Phytophthora infestans)
mebve/govde uzerinde hastalik belirtileri mi?,Geç Yaprak Yanıklığı (Phytophthora infestans)
meyve/govde uzerinde hasaalik belirtileri olabilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
yapraklarda belibgin gorsel degisimler galiba,Geç Yaprak Yanıklığı (Phytophthora infestans)
meyve/govde uzerinde hastalik beliatileri olabilir,Geç Yaprak Yanıklığı (Phytophthora infestans)
domates/gövde kısmı üzerinde hastalık belirtileri olmuş sanki,Geç Yaprak Yanıklığı (Phytophthora infestans)
yapraklarda bi tuhaflık var yaprakta olmuş sanki,Geç Yaprak Yanıklığı (Phytophthora infestans)
yapraklarda bi tuhaflık var yaprakta,Geç Yaprak Yanıklığı (Phytophthora infestans)
yapraklarda bi tuhaflık var yaprakta gibi bişi,Geç Yaprak Yanıklığı (Phytophthora infestans)
domates/gövde kısmı üzerinde hastalık belirtileri olmuş sanki,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda,Geç Yaprak Yanıklığı (Phytophthora infestans)
Meyve/gövde,Geç Yaprak Yanıklığı (Phytophthora infestans)
Yapraklarda belirgin görsel değişimler Uygunsuz çevresel koşullar Ürün kalitesinde düşüş Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Fusarium Solgunluğu
Yapraklarda belirgin görsel değişimler Uygunsuz çevresel koşullar Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Fusarium Solgunluğu
Meyve/gövde üzerinde hastalık belirtileri Zayıf tarım pratiği Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Fusarium Solgunluğu
Meyve/gövde üzerinde hastalık belirtileri Zayıf tarım pratiği Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Fusarium Solgunluğu
Meyve/gövde üzerinde hastalık belirtileri Uygunsuz çevresel koşullar Bitki gelişiminde bozulma Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Fusarium Solgunluğu
meyve/govde uzerince hastalik belirtileri mi?,Fusarium Solgunluğu
meyve/govde uzerinde hastalik belartileri olabilir,Fusarium Solgunluğu
meyve/govde uzerinde hastalikabelirtileri mi?,Fusarium Solgunluğu
meyve/govde uzerinda hastalik belirtileri galiba,Fusarium Solgunluğu
yapraklarda belirgin gorsel degisbmler olabilir,Fusarium Solgunluğu
yapraklarda bi tuhaflık var yaprakta bilmiyorum tam,Fusarium Solgunluğu
yapraklarda bi tuhaflık var yaprakta olmuş sanki,Fusarium Solgunluğu
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Fusarium Solgunluğu
yapraklarda bi tuhaflık var yaprakta bilmiyorum tam,Fusarium Solgunluğu
yapraklarda bi tuhaflık var yaprakta olmuş sanki,Fusarium Solgunluğu
Yapraklarda,Fusarium Solgunluğu
Yapraklarda,Fusarium Solgunluğu
Yapraklarda,Fusarium Solgunluğu
Yapraklarda,Fusarium Solgunluğu
Meyve/gövde,Fusarium Solgunluğu
Meyve/gövde üzerinde hastalık belirtileri Zayıf tarım pratiği Ürün kalitesinde düşüş Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Verticillium Solgunluğu
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Bitki gelişiminde bozulma Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Verticillium Solgunluğu
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Bitki gelişiminde bozulma Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Verticillium Solgunluğu
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Verticillium Solgunluğu
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Verim kaybı Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Verticillium Solgunluğu
meyve/govde uzerindb hastalik belirtileri galiba,Verticillium Solgunluğu
yapraklarda belirgin garsel degisimler galiba,Verticillium Solgunluğu
yapraklarda belirgin gobsel degisimler galiba,Verticillium Solgunluğu
meyve/govce uzerinde hastalik belirtileri galiba,Verticillium Solgunluğu
yapraklarda belirgincgorsel degisimler olabilir,Verticillium Solgunluğu
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Verticillium Solgunluğu
yapraklarda bi tuhaflık var yaprakta bilmiyorum tam,Verticillium Solgunluğu
domates/gövde kısmı üzerinde hastalık belirtileri,Verticillium Solgunluğu
domates/gövde kısmı üzerinde hastalık belirtileri olmuş sanki,Verticillium Solgunluğu
yapraklarda bi tuhaflık var yaprakta gibi bişi,Verticillium Solgunluğu
Meyve/gövde,Verticillium Solgunluğu
Meyve/gövde,Verticillium Solgunluğu
Yapraklarda,Verticillium Solgunluğu
Yapraklarda,Verticillium Solgunluğu
Yapraklarda,Verticillium Solgunluğu
Yapraklarda belirgin görsel değişimler Uygunsuz çevresel koşullar Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Antraknoz (Colletotrichum spp.)
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Bitki gelişiminde bozulma Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Antraknoz (Colletotrichum spp.)
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Antraknoz (Colletotrichum spp.)
Yapraklarda belirgin görsel değişimler Uygunsuz çevresel koşullar Ürün kalitesinde düşüş Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Antraknoz (Colletotrichum spp.)
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Antraknoz (Colletotrichum spp.)
meyve/govde uzerinde hascalik belirtileri galiba,Antraknoz (Colletotrichum spp.)
yapraklarda belirgin gorsel dcgisimler olabilir,Antraknoz (Colletotrichum spp.)
meyve/govde uzecinde hastalik belirtileri mi?,Antraknoz (Colletotrichum spp.)
meyve/govde uzerinde hastalik balirtileri olabilir,Antraknoz (Colletotrichum spp.)
meyve/govde uzerinde hastalik belirtileri olabilir,Antraknoz (Colletotrichum spp.)
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Antraknoz (Colletotrichum spp.)
yapraklarda bi tuhaflık var yaprakta gibi bişi,Antraknoz (Colletotrichum spp.)
domates/gövde kısmı üzerinde hastalık belirtileri,Antraknoz (Colletotrichum spp.)
domates/gövde kısmı üzerinde hastalık belirtileri olmuş sanki,Antraknoz (Colletotrichum spp.)
yapraklarda bi tuhaflık var yaprakta,Antraknoz (Colletotrichum spp.)
Meyve/gövde,Antraknoz (Colletotrichum spp.)
Yapraklarda,Antraknoz (Colletotrichum spp.)
Yapraklarda,Antraknoz (Colletotrichum spp.)
Meyve/gövde,Antraknoz (Colletotrichum spp.)
Meyve/gövde,Antraknoz (Colletotrichum spp.)
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Verim kaybı Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Sclerotinia Gövde Çürüklüğü
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Verim kaybı Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Sclerotinia Gövde Çürüklüğü
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Sclerotinia Gövde Çürüklüğü
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Verim kaybı Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Sclerotinia Gövde Çürüklüğü
Yapraklarda belirgin görsel değişimler Uygunsuz çevresel koşullar Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Sclerotinia Gövde Çürüklüğü
meyve/govda uzerinde hastalik belirtileri mi?,Sclerotinia Gövde Çürüklüğü
meyve/govde uzerinde hastalik bclirtileri mi?,Sclerotinia Gövde Çürüklüğü
meyve/govde uzerinde hastalikcbelirtileri mi?,Sclerotinia Gövde Çürüklüğü
yabraklarda belirgin gorsel degisimler mi?,Sclerotinia Gövde Çürüklüğü
yapraklarda belirgin gorsel degisimlcr galiba,Sclerotinia Gövde Çürüklüğü
domates/gövde kısmı üzerinde hastalık belirtileri,Sclerotinia Gövde Çürüklüğü
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Sclerotinia Gövde Çürüklüğü
domates/gövde kısmı üzerinde hastalık belirtileri,Sclerotinia Gövde Çürüklüğü
yapraklarda bi tuhaflık var yaprakta gibi bişi,Sclerotinia Gövde Çürüklüğü
domates/gövde kısmı üzerinde hastalık belirtileri bilmiyorum tam,Sclerotinia Gövde Çürüklüğü
Yapraklarda,Sclerotinia Gövde Çürüklüğü
Yapraklarda,Sclerotinia Gövde Çürüklüğü
Meyve/gövde,Sclerotinia Gövde Çürüklüğü
Yapraklarda,Sclerotinia Gövde Çürüklüğü
Yapraklarda,Sclerotinia Gövde Çürüklüğü
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Septoria Yaprak Lekesi
Meyve/gövde üzerinde hastalık belirtileri Uygunsuz çevresel koşullar Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Septoria Yaprak Lekesi
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Ürün kalitesinde düşüş Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Septoria Yaprak Lekesi
Meyve/gövde üzerinde hastalık belirtileri Uygunsuz çevresel koşullar Ürün kalitesinde düşüş Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Septoria Yaprak Lekesi
Yapraklarda belirgin görsel değişimler Zararlı bulaşı Bitki gelişiminde bozulma Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Septoria Yaprak Lekesi
meyve/govde uzerinde hasbalik belirtileri galiba,Septoria Yaprak Lekesi
yapraklarda belirgin goasel degisimler olabilir,Septoria Yaprak Lekesi
yapraklcrda belirgin gorsel degisimler galiba,Septoria Yaprak Lekesi
meyve/govae uzerinde hastalik belirtileri olabilir,Septoria Yaprak Lekesi
meyve/govde czerinde hastalik belirtileri olabilir,Septoria Yaprak Lekesi
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Septoria Yaprak Lekesi
yapraklarda bi tuhaflık var yaprakta,Septoria Yaprak Lekesi
domates/gövde kısmı üzerinde hastalık belirtileri,Septoria Yaprak Lekesi
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Septoria Yaprak Lekesi
yapraklarda bi tuhaflık var yaprakta gibi bişi,Septoria Yaprak Lekesi
Yapraklarda,Septoria Yaprak Lekesi
Meyve/gövde,Septoria Yaprak Lekesi
Meyve/gövde,Septoria Yaprak Lekesi
Meyve/gövde,Septoria Yaprak Lekesi
Meyve/gövde,Septoria Yaprak Lekesi
Meyve/gövde üzerinde hastalık belirtileri Uygunsuz çevresel koşullar Ürün kalitesinde düşüş Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Cladosporium Yaprak Küfü
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Verim kaybı Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Cladosporium Yaprak Küfü
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Verim kaybı Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Cladosporium Yaprak Küfü
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Cladosporium Yaprak Küfü
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Verim kaybı Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Cladosporium Yaprak Küfü
meyve/govde uzerinde hascalik belirtileri olabilir,Cladosporium Yaprak Küfü
yapraklarda belirgin gorsel aegisimler olabilir,Cladosporium Yaprak Küfü
yapraklarda belirgin gorsel degisimber olabilir,Cladosporium Yaprak Küfü
yaprakbarda belirgin gorsel degisimler galiba,Cladosporium Yaprak Küfü
meyve/govde uzerindebhastalik belirtileri galiba,Cladosporium Yaprak Küfü
domates/gövde kısmı üzerinde hastalık belirtileri gibi bişi,Cladosporium Yaprak Küfü
domates/gövde kısmı üzerinde hastalık belirtileri olmuş sanki,Cladosporium Yaprak Küfü
domates/gövde kısmı üzerinde hastalık belirtileri,Cladosporium Yaprak Küfü
domates/gövde kısmı üzerinde hastalık belirtileri bilmiyorum tam,Cladosporium Yaprak Küfü
domates/gövde kısmı üzerinde hastalık belirtileri,Cladosporium Yaprak Küfü
Yapraklarda,Cladosporium Yaprak Küfü
Meyve/gövde,Cladosporium Yaprak Küfü
Meyve/gövde,Cladosporium Yaprak Küfü
Yapraklarda,Cladosporium Yaprak Küfü
Yapraklarda,Cladosporium Yaprak Küfü
Yapraklarda belirgin görsel değişimler Zayıf tarım pratiği Ürün kalitesinde düşüş Tarımsal hijyenin sağlanması Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Botrytis (Gri Küf)
Yapraklarda belirgin görsel değişimler Uygunsuz çevresel koşullar Verim kaybı Uygun kimyasal/organik mücadele Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Botrytis (Gri Küf)
Meyve/gövde üzerinde hastalık belirtileri Zararlı bulaşı Bitki gelişiminde bozulma Dirençli çeşitlerin kullanımı Sezona bağlı olarak gelişim dönemi boyunca görülebilir,Botrytis (Gri Küf)
